level,masc,fem,total,uf,mes,ano,var
Óbitos com causa desconhecida,0,0,0,pi,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,pi,dez,2015,suic
Óbitos criminais,12,0,12,pi,dez,2015,suic
Óbitos suicídios,2,0,2,pi,dez,2015,suic
Óbitos acidentais,0,0,0,pi,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,pi,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,pi,dez,2016,suic
Óbitos criminais,2,0,2,pi,dez,2016,suic
Óbitos suicídios,1,0,1,pi,dez,2016,suic
Óbitos acidentais,0,0,0,pi,dez,2016,suic
Óbitos com causa desconhecida,0,0,0,pi,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,pi,jun,2016,suic
Óbitos criminais,7,0,7,pi,jun,2016,suic
Óbitos suicídios,0,0,0,pi,jun,2016,suic
Óbitos acidentais,1,0,1,pi,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,pi,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,pi,dez,2017,suic
Óbitos criminais,1,0,1,pi,dez,2017,suic
Óbitos suicídios,0,0,0,pi,dez,2017,suic
Óbitos acidentais,0,0,0,pi,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,pi,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,pi,jun,2017,suic
Óbitos criminais,4,0,4,pi,jun,2017,suic
Óbitos suicídios,0,0,0,pi,jun,2017,suic
Óbitos acidentais,0,0,0,pi,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,pi,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,pi,dez,2018,suic
Óbitos criminais,0,0,0,pi,dez,2018,suic
Óbitos suicídios,1,0,1,pi,dez,2018,suic
Óbitos acidentais,0,0,0,pi,dez,2018,suic
Óbitos com causa desconhecida,0,0,0,pi,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,pi,jun,2018,suic
Óbitos criminais,0,0,0,pi,jun,2018,suic
Óbitos suicídios,0,0,0,pi,jun,2018,suic
Óbitos acidentais,0,0,0,pi,jun,2018,suic
Óbitos com causa desconhecida,0,0,0,pi,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,pi,dez,2019,suic
Óbitos criminais,5,0,5,pi,dez,2019,suic
Óbitos suicídios,0,0,0,pi,dez,2019,suic
Óbitos acidentais,1,0,1,pi,dez,2019,suic
Óbitos com causa desconhecida,1,0,1,pi,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,pi,jun,2019,suic
Óbitos criminais,5,0,5,pi,jun,2019,suic
Óbitos suicídios,2,0,2,pi,jun,2019,suic
Óbitos acidentais,0,0,0,pi,jun,2019,suic
Óbitos com causa desconhecida,0,0,0,pi,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,pi,dez,2020,suic
Óbitos criminais,0,0,0,pi,dez,2020,suic
Óbitos suicídios,1,0,1,pi,dez,2020,suic
Óbitos acidentais,0,0,0,pi,dez,2020,suic
Óbitos com causa desconhecida,0,0,0,pi,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,pi,jun,2020,suic
Óbitos criminais,1,0,1,pi,jun,2020,suic
Óbitos suicídios,0,0,0,pi,jun,2020,suic
Óbitos acidentais,0,0,0,pi,jun,2020,suic
Óbitos com causa desconhecida,0,0,0,pi,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,29,0,29,pr,dez,2014,suic
Óbitos criminais,1,0,1,pr,dez,2014,suic
Óbitos suicídios,1,0,1,pr,dez,2014,suic
Óbitos acidentais,0,0,0,pr,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,pr,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,24,3,27,pr,jun,2014,suic
Óbitos criminais,1,0,1,pr,jun,2014,suic
Óbitos suicídios,1,0,1,pr,jun,2014,suic
Óbitos acidentais,0,0,0,pr,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,pr,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,42,3,45,pr,dez,2015,suic
Óbitos criminais,2,0,2,pr,dez,2015,suic
Óbitos suicídios,9,0,9,pr,dez,2015,suic
Óbitos acidentais,1,0,1,pr,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,pr,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,23,0,23,pr,dez,2016,suic
Óbitos criminais,4,0,4,pr,dez,2016,suic
Óbitos suicídios,1,0,1,pr,dez,2016,suic
Óbitos acidentais,0,0,0,pr,dez,2016,suic
Óbitos com causa desconhecida,9,0,9,pr,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,25,0,25,pr,jun,2016,suic
Óbitos criminais,4,0,4,pr,jun,2016,suic
Óbitos suicídios,1,0,1,pr,jun,2016,suic
Óbitos acidentais,0,0,0,pr,jun,2016,suic
Óbitos com causa desconhecida,0,1,1,pr,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,13,0,13,pr,dez,2017,suic
Óbitos criminais,5,0,5,pr,dez,2017,suic
Óbitos suicídios,0,0,0,pr,dez,2017,suic
Óbitos acidentais,0,0,0,pr,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,pr,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,16,0,16,pr,jun,2017,suic
Óbitos criminais,5,0,5,pr,jun,2017,suic
Óbitos suicídios,4,0,4,pr,jun,2017,suic
Óbitos acidentais,0,0,0,pr,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,pr,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,17,1,18,pr,dez,2018,suic
Óbitos criminais,4,0,4,pr,dez,2018,suic
Óbitos suicídios,8,0,8,pr,dez,2018,suic
Óbitos acidentais,0,0,0,pr,dez,2018,suic
Óbitos com causa desconhecida,2,0,2,pr,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,19,3,22,pr,jun,2018,suic
Óbitos criminais,6,0,6,pr,jun,2018,suic
Óbitos suicídios,4,0,4,pr,jun,2018,suic
Óbitos acidentais,0,0,0,pr,jun,2018,suic
Óbitos com causa desconhecida,1,0,1,pr,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,18,0,18,pr,dez,2019,suic
Óbitos criminais,3,0,3,pr,dez,2019,suic
Óbitos suicídios,11,0,11,pr,dez,2019,suic
Óbitos acidentais,0,0,0,pr,dez,2019,suic
Óbitos com causa desconhecida,2,0,2,pr,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,19,0,19,pr,jun,2019,suic
Óbitos criminais,4,0,4,pr,jun,2019,suic
Óbitos suicídios,11,0,11,pr,jun,2019,suic
Óbitos acidentais,0,0,0,pr,jun,2019,suic
Óbitos com causa desconhecida,3,0,3,pr,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,27,0,27,pr,dez,2020,suic
Óbitos criminais,7,0,7,pr,dez,2020,suic
Óbitos suicídios,12,0,12,pr,dez,2020,suic
Óbitos acidentais,2,0,2,pr,dez,2020,suic
Óbitos com causa desconhecida,2,0,2,pr,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,33,1,34,pr,jun,2020,suic
Óbitos criminais,3,0,3,pr,jun,2020,suic
Óbitos suicídios,12,0,12,pr,jun,2020,suic
Óbitos acidentais,0,0,0,pr,jun,2020,suic
Óbitos com causa desconhecida,3,0,3,pr,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,59,4,63,rj,dez,2014,suic
Óbitos criminais,0,0,0,rj,dez,2014,suic
Óbitos suicídios,1,0,1,rj,dez,2014,suic
Óbitos acidentais,1,0,1,rj,dez,2014,suic
Óbitos com causa desconhecida,21,0,21,rj,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rj,jun,2014,suic
Óbitos criminais,0,0,0,rj,jun,2014,suic
Óbitos suicídios,0,0,0,rj,jun,2014,suic
Óbitos acidentais,0,0,0,rj,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,rj,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rj,dez,2015,suic
Óbitos criminais,0,0,0,rj,dez,2015,suic
Óbitos suicídios,0,0,0,rj,dez,2015,suic
Óbitos acidentais,0,0,0,rj,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,rj,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,100,1,101,rj,dez,2016,suic
Óbitos criminais,9,0,9,rj,dez,2016,suic
Óbitos suicídios,1,0,1,rj,dez,2016,suic
Óbitos acidentais,0,0,0,rj,dez,2016,suic
Óbitos com causa desconhecida,13,1,14,rj,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rj,jun,2016,suic
Óbitos criminais,0,0,0,rj,jun,2016,suic
Óbitos suicídios,0,0,0,rj,jun,2016,suic
Óbitos acidentais,0,0,0,rj,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,rj,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,101,2,103,rj,dez,2017,suic
Óbitos criminais,2,0,2,rj,dez,2017,suic
Óbitos suicídios,2,0,2,rj,dez,2017,suic
Óbitos acidentais,1,0,1,rj,dez,2017,suic
Óbitos com causa desconhecida,8,0,8,rj,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,100,5,105,rj,jun,2017,suic
Óbitos criminais,2,0,2,rj,jun,2017,suic
Óbitos suicídios,3,0,3,rj,jun,2017,suic
Óbitos acidentais,1,0,1,rj,jun,2017,suic
Óbitos com causa desconhecida,14,0,14,rj,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,126,5,131,rj,dez,2018,suic
Óbitos criminais,0,0,0,rj,dez,2018,suic
Óbitos suicídios,3,0,3,rj,dez,2018,suic
Óbitos acidentais,1,0,1,rj,dez,2018,suic
Óbitos com causa desconhecida,5,0,5,rj,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,199,3,202,rj,jun,2018,suic
Óbitos criminais,1,0,1,rj,jun,2018,suic
Óbitos suicídios,0,0,0,rj,jun,2018,suic
Óbitos acidentais,0,0,0,rj,jun,2018,suic
Óbitos com causa desconhecida,14,0,14,rj,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,174,2,176,rj,dez,2019,suic
Óbitos criminais,3,0,3,rj,dez,2019,suic
Óbitos suicídios,1,0,1,rj,dez,2019,suic
Óbitos acidentais,0,0,0,rj,dez,2019,suic
Óbitos com causa desconhecida,4,0,4,rj,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,128,5,133,rj,jun,2019,suic
Óbitos criminais,2,0,2,rj,jun,2019,suic
Óbitos suicídios,1,0,1,rj,jun,2019,suic
Óbitos acidentais,0,0,0,rj,jun,2019,suic
Óbitos com causa desconhecida,4,0,4,rj,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,130,4,134,rj,dez,2020,suic
Óbitos criminais,1,0,1,rj,dez,2020,suic
Óbitos suicídios,0,0,0,rj,dez,2020,suic
Óbitos acidentais,0,0,0,rj,dez,2020,suic
Óbitos com causa desconhecida,4,0,4,rj,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,149,5,154,rj,jun,2020,suic
Óbitos criminais,2,0,2,rj,jun,2020,suic
Óbitos suicídios,0,0,0,rj,jun,2020,suic
Óbitos acidentais,1,0,1,rj,jun,2020,suic
Óbitos com causa desconhecida,2,0,2,rj,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,rn,dez,2014,suic
Óbitos criminais,1,0,1,rn,dez,2014,suic
Óbitos suicídios,2,0,2,rn,dez,2014,suic
Óbitos acidentais,0,0,0,rn,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,rn,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,rn,jun,2014,suic
Óbitos criminais,3,0,3,rn,jun,2014,suic
Óbitos suicídios,4,0,4,rn,jun,2014,suic
Óbitos acidentais,1,0,1,rn,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,rn,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,11,1,12,rn,dez,2015,suic
Óbitos criminais,11,0,11,rn,dez,2015,suic
Óbitos suicídios,5,0,5,rn,dez,2015,suic
Óbitos acidentais,0,0,0,rn,dez,2015,suic
Óbitos com causa desconhecida,14,0,14,rn,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,8,0,8,rn,dez,2016,suic
Óbitos criminais,37,0,37,rn,dez,2016,suic
Óbitos suicídios,1,0,1,rn,dez,2016,suic
Óbitos acidentais,0,0,0,rn,dez,2016,suic
Óbitos com causa desconhecida,0,0,0,rn,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,rn,jun,2016,suic
Óbitos criminais,10,1,11,rn,jun,2016,suic
Óbitos suicídios,1,0,1,rn,jun,2016,suic
Óbitos acidentais,0,0,0,rn,jun,2016,suic
Óbitos com causa desconhecida,6,0,6,rn,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,rn,dez,2017,suic
Óbitos criminais,32,0,32,rn,dez,2017,suic
Óbitos suicídios,4,0,4,rn,dez,2017,suic
Óbitos acidentais,0,0,0,rn,dez,2017,suic
Óbitos com causa desconhecida,1,0,1,rn,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,rn,jun,2017,suic
Óbitos criminais,31,0,31,rn,jun,2017,suic
Óbitos suicídios,4,0,4,rn,jun,2017,suic
Óbitos acidentais,1,0,1,rn,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,rn,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,10,0,10,rn,dez,2018,suic
Óbitos criminais,4,0,4,rn,dez,2018,suic
Óbitos suicídios,1,0,1,rn,dez,2018,suic
Óbitos acidentais,2,0,2,rn,dez,2018,suic
Óbitos com causa desconhecida,1,1,2,rn,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,rn,jun,2018,suic
Óbitos criminais,2,0,2,rn,jun,2018,suic
Óbitos suicídios,1,0,1,rn,jun,2018,suic
Óbitos acidentais,2,0,2,rn,jun,2018,suic
Óbitos com causa desconhecida,0,0,0,rn,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,11,0,11,rn,dez,2019,suic
Óbitos criminais,3,0,3,rn,dez,2019,suic
Óbitos suicídios,1,0,1,rn,dez,2019,suic
Óbitos acidentais,0,0,0,rn,dez,2019,suic
Óbitos com causa desconhecida,0,0,0,rn,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,9,0,9,rn,jun,2019,suic
Óbitos criminais,1,0,1,rn,jun,2019,suic
Óbitos suicídios,0,0,0,rn,jun,2019,suic
Óbitos acidentais,0,0,0,rn,jun,2019,suic
Óbitos com causa desconhecida,0,0,0,rn,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,6,0,6,rn,dez,2020,suic
Óbitos criminais,0,0,0,rn,dez,2020,suic
Óbitos suicídios,2,0,2,rn,dez,2020,suic
Óbitos acidentais,0,0,0,rn,dez,2020,suic
Óbitos com causa desconhecida,34,0,34,rn,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,rn,jun,2020,suic
Óbitos criminais,2,0,2,rn,jun,2020,suic
Óbitos suicídios,2,0,2,rn,jun,2020,suic
Óbitos acidentais,0,0,0,rn,jun,2020,suic
Óbitos com causa desconhecida,10,0,10,rn,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,ro,dez,2014,suic
Óbitos criminais,1,0,1,ro,dez,2014,suic
Óbitos suicídios,1,0,1,ro,dez,2014,suic
Óbitos acidentais,4,0,4,ro,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,ro,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,ro,jun,2014,suic
Óbitos criminais,6,0,6,ro,jun,2014,suic
Óbitos suicídios,0,0,0,ro,jun,2014,suic
Óbitos acidentais,0,0,0,ro,jun,2014,suic
Óbitos com causa desconhecida,1,0,1,ro,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,ro,dez,2015,suic
Óbitos criminais,0,0,0,ro,dez,2015,suic
Óbitos suicídios,5,0,5,ro,dez,2015,suic
Óbitos acidentais,2,0,2,ro,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,ro,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,11,0,11,ro,dez,2016,suic
Óbitos criminais,6,0,6,ro,dez,2016,suic
Óbitos suicídios,1,0,1,ro,dez,2016,suic
Óbitos acidentais,1,0,1,ro,dez,2016,suic
Óbitos com causa desconhecida,1,0,1,ro,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,8,0,8,ro,jun,2016,suic
Óbitos criminais,3,0,3,ro,jun,2016,suic
Óbitos suicídios,0,1,1,ro,jun,2016,suic
Óbitos acidentais,0,0,0,ro,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,ro,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,ro,dez,2017,suic
Óbitos criminais,4,0,4,ro,dez,2017,suic
Óbitos suicídios,3,0,3,ro,dez,2017,suic
Óbitos acidentais,1,0,1,ro,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,ro,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,6,0,6,ro,jun,2017,suic
Óbitos criminais,6,0,6,ro,jun,2017,suic
Óbitos suicídios,2,0,2,ro,jun,2017,suic
Óbitos acidentais,1,0,1,ro,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,ro,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,ro,dez,2018,suic
Óbitos criminais,5,0,5,ro,dez,2018,suic
Óbitos suicídios,1,0,1,ro,dez,2018,suic
Óbitos acidentais,0,0,0,ro,dez,2018,suic
Óbitos com causa desconhecida,2,1,3,ro,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,ro,dez,2019,suic
Óbitos criminais,0,0,0,ro,dez,2019,suic
Óbitos suicídios,3,0,3,ro,dez,2019,suic
Óbitos acidentais,1,0,1,ro,dez,2019,suic
Óbitos com causa desconhecida,1,0,1,ro,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,ro,jun,2019,suic
Óbitos criminais,3,0,3,ro,jun,2019,suic
Óbitos suicídios,2,1,3,ro,jun,2019,suic
Óbitos acidentais,0,0,0,ro,jun,2019,suic
Óbitos com causa desconhecida,0,2,2,ro,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,ro,dez,2020,suic
Óbitos criminais,3,0,3,ro,dez,2020,suic
Óbitos suicídios,1,1,2,ro,dez,2020,suic
Óbitos acidentais,2,0,2,ro,dez,2020,suic
Óbitos com causa desconhecida,9,0,9,ro,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,ro,jun,2020,suic
Óbitos criminais,5,0,5,ro,jun,2020,suic
Óbitos suicídios,3,0,3,ro,jun,2020,suic
Óbitos acidentais,0,0,0,ro,jun,2020,suic
Óbitos com causa desconhecida,1,0,1,ro,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,rr,dez,2014,suic
Óbitos criminais,0,0,0,rr,dez,2014,suic
Óbitos suicídios,0,0,0,rr,dez,2014,suic
Óbitos acidentais,0,0,0,rr,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,rr,jun,2014,suic
Óbitos criminais,0,0,0,rr,jun,2014,suic
Óbitos suicídios,0,0,0,rr,jun,2014,suic
Óbitos acidentais,0,0,0,rr,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,dez,2015,suic
Óbitos criminais,0,0,0,rr,dez,2015,suic
Óbitos suicídios,0,0,0,rr,dez,2015,suic
Óbitos acidentais,0,0,0,rr,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,dez,2016,suic
Óbitos criminais,11,0,11,rr,dez,2016,suic
Óbitos suicídios,0,0,0,rr,dez,2016,suic
Óbitos acidentais,0,0,0,rr,dez,2016,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,jun,2016,suic
Óbitos criminais,0,0,0,rr,jun,2016,suic
Óbitos suicídios,0,0,0,rr,jun,2016,suic
Óbitos acidentais,0,0,0,rr,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,rr,dez,2017,suic
Óbitos criminais,1,1,2,rr,dez,2017,suic
Óbitos suicídios,1,0,1,rr,dez,2017,suic
Óbitos acidentais,2,0,2,rr,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,jun,2017,suic
Óbitos criminais,36,0,36,rr,jun,2017,suic
Óbitos suicídios,0,0,0,rr,jun,2017,suic
Óbitos acidentais,0,0,0,rr,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,dez,2018,suic
Óbitos criminais,0,0,0,rr,dez,2018,suic
Óbitos suicídios,0,0,0,rr,dez,2018,suic
Óbitos acidentais,0,0,0,rr,dez,2018,suic
Óbitos com causa desconhecida,10,0,0,rr,dez,2018,suic
