level,masc,fem,total,uf,mes,ano,var
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,jun,2018,suic
Óbitos criminais,2,0,2,rr,jun,2018,suic
Óbitos suicídios,0,0,0,rr,jun,2018,suic
Óbitos acidentais,0,0,0,rr,jun,2018,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,rr,dez,2019,suic
Óbitos criminais,0,0,0,rr,dez,2019,suic
Óbitos suicídios,0,0,0,rr,dez,2019,suic
Óbitos acidentais,0,0,0,rr,dez,2019,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,rr,jun,2019,suic
Óbitos criminais,0,0,0,rr,jun,2019,suic
Óbitos suicídios,0,0,0,rr,jun,2019,suic
Óbitos acidentais,0,0,0,rr,jun,2019,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,rr,dez,2020,suic
Óbitos criminais,0,0,0,rr,dez,2020,suic
Óbitos suicídios,0,0,0,rr,dez,2020,suic
Óbitos acidentais,0,0,0,rr,dez,2020,suic
Óbitos com causa desconhecida,0,0,0,rr,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,10,0,10,rr,jun,2020,suic
Óbitos criminais,0,0,0,rr,jun,2020,suic
Óbitos suicídios,1,0,1,rr,jun,2020,suic
Óbitos acidentais,0,0,0,rr,jun,2020,suic
Óbitos com causa desconhecida,0,0,0,rr,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,49,2,51,rs,dez,2014,suic
Óbitos criminais,10,0,10,rs,dez,2014,suic
Óbitos suicídios,6,0,6,rs,dez,2014,suic
Óbitos acidentais,5,0,5,rs,dez,2014,suic
Óbitos com causa desconhecida,13,0,13,rs,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,34,5,39,rs,jun,2014,suic
Óbitos criminais,17,0,17,rs,jun,2014,suic
Óbitos suicídios,4,0,4,rs,jun,2014,suic
Óbitos acidentais,5,0,5,rs,jun,2014,suic
Óbitos com causa desconhecida,1,0,1,rs,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,65,7,72,rs,dez,2015,suic
Óbitos criminais,9,0,9,rs,dez,2015,suic
Óbitos suicídios,6,0,6,rs,dez,2015,suic
Óbitos acidentais,1,0,1,rs,dez,2015,suic
Óbitos com causa desconhecida,1,0,1,rs,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,33,0,33,rs,dez,2016,suic
Óbitos criminais,16,1,17,rs,dez,2016,suic
Óbitos suicídios,6,0,6,rs,dez,2016,suic
Óbitos acidentais,2,0,2,rs,dez,2016,suic
Óbitos com causa desconhecida,3,0,3,rs,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,36,2,38,rs,jun,2016,suic
Óbitos criminais,6,0,6,rs,jun,2016,suic
Óbitos suicídios,0,0,0,rs,jun,2016,suic
Óbitos acidentais,2,0,2,rs,jun,2016,suic
Óbitos com causa desconhecida,2,0,2,rs,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,13,2,15,rs,dez,2017,suic
Óbitos criminais,18,0,18,rs,dez,2017,suic
Óbitos suicídios,3,0,3,rs,dez,2017,suic
Óbitos acidentais,1,0,1,rs,dez,2017,suic
Óbitos com causa desconhecida,7,1,8,rs,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,20,1,21,rs,jun,2017,suic
Óbitos criminais,16,0,16,rs,jun,2017,suic
Óbitos suicídios,5,0,5,rs,jun,2017,suic
Óbitos acidentais,2,0,2,rs,jun,2017,suic
Óbitos com causa desconhecida,6,1,7,rs,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,19,0,19,rs,dez,2018,suic
Óbitos criminais,18,1,19,rs,dez,2018,suic
Óbitos suicídios,4,0,4,rs,dez,2018,suic
Óbitos acidentais,2,0,2,rs,dez,2018,suic
Óbitos com causa desconhecida,9,0,9,rs,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,rs,jun,2018,suic
Óbitos criminais,1,0,1,rs,jun,2018,suic
Óbitos suicídios,0,0,0,rs,jun,2018,suic
Óbitos acidentais,0,0,0,rs,jun,2018,suic
Óbitos com causa desconhecida,1,0,1,rs,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,56,4,60,rs,dez,2019,suic
Óbitos criminais,8,0,8,rs,dez,2019,suic
Óbitos suicídios,5,1,6,rs,dez,2019,suic
Óbitos acidentais,1,0,1,rs,dez,2019,suic
Óbitos com causa desconhecida,11,1,12,rs,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,21,2,23,rs,jun,2019,suic
Óbitos criminais,14,0,14,rs,jun,2019,suic
Óbitos suicídios,6,0,6,rs,jun,2019,suic
Óbitos acidentais,3,0,3,rs,jun,2019,suic
Óbitos com causa desconhecida,8,1,9,rs,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,34,4,38,rs,dez,2020,suic
Óbitos criminais,15,0,15,rs,dez,2020,suic
Óbitos suicídios,5,1,6,rs,dez,2020,suic
Óbitos acidentais,3,0,3,rs,dez,2020,suic
Óbitos com causa desconhecida,26,1,27,rs,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,41,2,43,rs,jun,2020,suic
Óbitos criminais,13,0,13,rs,jun,2020,suic
Óbitos suicídios,6,1,7,rs,jun,2020,suic
Óbitos acidentais,1,0,1,rs,jun,2020,suic
Óbitos com causa desconhecida,7,1,8,rs,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,27,1,28,sc,dez,2014,suic
Óbitos criminais,2,0,2,sc,dez,2014,suic
Óbitos suicídios,6,0,6,sc,dez,2014,suic
Óbitos acidentais,3,0,3,sc,dez,2014,suic
Óbitos com causa desconhecida,1,0,1,sc,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,20,0,20,sc,jun,2014,suic
Óbitos criminais,2,0,2,sc,jun,2014,suic
Óbitos suicídios,6,0,6,sc,jun,2014,suic
Óbitos acidentais,5,0,5,sc,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,sc,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,65,15,80,sc,dez,2015,suic
Óbitos criminais,23,0,23,sc,dez,2015,suic
Óbitos suicídios,14,0,14,sc,dez,2015,suic
Óbitos acidentais,0,0,0,sc,dez,2015,suic
Óbitos com causa desconhecida,1,0,1,sc,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,26,1,27,sc,dez,2016,suic
Óbitos criminais,6,0,6,sc,dez,2016,suic
Óbitos suicídios,2,0,2,sc,dez,2016,suic
Óbitos acidentais,1,0,1,sc,dez,2016,suic
Óbitos com causa desconhecida,0,0,0,sc,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,19,5,24,sc,jun,2016,suic
Óbitos criminais,1,0,1,sc,jun,2016,suic
Óbitos suicídios,0,0,0,sc,jun,2016,suic
Óbitos acidentais,1,0,1,sc,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,sc,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,12,1,13,sc,dez,2017,suic
Óbitos criminais,6,0,6,sc,dez,2017,suic
Óbitos suicídios,6,1,7,sc,dez,2017,suic
Óbitos acidentais,0,0,0,sc,dez,2017,suic
Óbitos com causa desconhecida,4,0,4,sc,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,13,2,15,sc,jun,2017,suic
Óbitos criminais,12,0,12,sc,jun,2017,suic
Óbitos suicídios,5,0,5,sc,jun,2017,suic
Óbitos acidentais,0,0,0,sc,jun,2017,suic
Óbitos com causa desconhecida,1,0,1,sc,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,30,2,32,sc,dez,2018,suic
Óbitos criminais,10,0,10,sc,dez,2018,suic
Óbitos suicídios,3,0,3,sc,dez,2018,suic
Óbitos acidentais,1,0,1,sc,dez,2018,suic
Óbitos com causa desconhecida,0,0,0,sc,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,21,0,21,sc,jun,2018,suic
Óbitos criminais,6,0,6,sc,jun,2018,suic
Óbitos suicídios,0,0,0,sc,jun,2018,suic
Óbitos acidentais,3,0,3,sc,jun,2018,suic
Óbitos com causa desconhecida,4,0,4,sc,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,24,0,24,sc,dez,2019,suic
Óbitos criminais,2,0,2,sc,dez,2019,suic
Óbitos suicídios,6,0,6,sc,dez,2019,suic
Óbitos acidentais,2,0,2,sc,dez,2019,suic
Óbitos com causa desconhecida,0,0,0,sc,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,16,1,17,sc,jun,2019,suic
Óbitos criminais,8,0,8,sc,jun,2019,suic
Óbitos suicídios,5,1,6,sc,jun,2019,suic
Óbitos acidentais,1,0,1,sc,jun,2019,suic
Óbitos com causa desconhecida,3,0,3,sc,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,28,0,28,sc,dez,2020,suic
Óbitos criminais,6,0,6,sc,dez,2020,suic
Óbitos suicídios,4,2,6,sc,dez,2020,suic
Óbitos acidentais,1,0,1,sc,dez,2020,suic
Óbitos com causa desconhecida,5,1,6,sc,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,15,0,15,sc,jun,2020,suic
Óbitos criminais,4,0,4,sc,jun,2020,suic
Óbitos suicídios,6,0,6,sc,jun,2020,suic
Óbitos acidentais,1,0,1,sc,jun,2020,suic
Óbitos com causa desconhecida,1,0,1,sc,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,se,dez,2014,suic
Óbitos criminais,2,0,2,se,dez,2014,suic
Óbitos suicídios,0,0,0,se,dez,2014,suic
Óbitos acidentais,0,0,0,se,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,se,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,6,0,6,se,jun,2014,suic
Óbitos criminais,2,0,2,se,jun,2014,suic
Óbitos suicídios,0,0,0,se,jun,2014,suic
Óbitos acidentais,0,0,0,se,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,se,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,se,dez,2015,suic
Óbitos criminais,1,0,1,se,dez,2015,suic
Óbitos suicídios,2,0,2,se,dez,2015,suic
Óbitos acidentais,1,0,1,se,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,se,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,11,0,11,se,dez,2016,suic
Óbitos criminais,1,0,1,se,dez,2016,suic
Óbitos suicídios,2,0,2,se,dez,2016,suic
Óbitos acidentais,0,0,0,se,dez,2016,suic
Óbitos com causa desconhecida,1,1,2,se,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,se,jun,2016,suic
Óbitos criminais,1,0,1,se,jun,2016,suic
Óbitos suicídios,0,0,0,se,jun,2016,suic
Óbitos acidentais,5,0,5,se,jun,2016,suic
Óbitos com causa desconhecida,1,0,1,se,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,se,dez,2017,suic
Óbitos criminais,2,0,2,se,dez,2017,suic
Óbitos suicídios,0,0,0,se,dez,2017,suic
Óbitos acidentais,0,0,0,se,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,se,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,15,0,15,se,jun,2017,suic
Óbitos criminais,0,0,0,se,jun,2017,suic
Óbitos suicídios,0,0,0,se,jun,2017,suic
Óbitos acidentais,0,0,0,se,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,se,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,6,0,6,se,dez,2018,suic
Óbitos criminais,1,0,1,se,dez,2018,suic
Óbitos suicídios,0,0,0,se,dez,2018,suic
Óbitos acidentais,0,0,0,se,dez,2018,suic
Óbitos com causa desconhecida,0,0,0,se,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,6,0,6,se,jun,2018,suic
Óbitos criminais,0,0,0,se,jun,2018,suic
Óbitos suicídios,0,0,0,se,jun,2018,suic
Óbitos acidentais,0,0,0,se,jun,2018,suic
Óbitos com causa desconhecida,0,0,0,se,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,7,0,7,se,dez,2019,suic
Óbitos criminais,0,0,0,se,dez,2019,suic
Óbitos suicídios,0,0,0,se,dez,2019,suic
Óbitos acidentais,0,0,0,se,dez,2019,suic
Óbitos com causa desconhecida,6,0,6,se,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,4,0,4,se,jun,2019,suic
Óbitos criminais,2,0,2,se,jun,2019,suic
Óbitos suicídios,0,1,1,se,jun,2019,suic
Óbitos acidentais,0,0,0,se,jun,2019,suic
Óbitos com causa desconhecida,1,0,1,se,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,13,0,13,se,dez,2020,suic
Óbitos criminais,0,0,0,se,dez,2020,suic
Óbitos suicídios,1,0,1,se,dez,2020,suic
Óbitos acidentais,0,0,0,se,dez,2020,suic
Óbitos com causa desconhecida,1,0,1,se,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,se,jun,2020,suic
Óbitos criminais,0,0,0,se,jun,2020,suic
Óbitos suicídios,0,0,0,se,jun,2020,suic
Óbitos acidentais,0,0,0,se,jun,2020,suic
Óbitos com causa desconhecida,0,0,0,se,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,214,10,224,sp,dez,2014,suic
Óbitos criminais,10,0,10,sp,dez,2014,suic
Óbitos suicídios,22,1,23,sp,dez,2014,suic
Óbitos acidentais,7,0,7,sp,dez,2014,suic
Óbitos com causa desconhecida,13,1,14,sp,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,NI,NI,NI,sp,jun,2014,suic
Óbitos criminais,NI,NI,NI,sp,jun,2014,suic
Óbitos suicídios,NI,NI,NI,sp,jun,2014,suic
Óbitos acidentais,NI,NI,NI,sp,jun,2014,suic
Óbitos com causa desconhecida,NI,NI,NI,sp,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,376,23,399,sp,dez,2015,suic
Óbitos criminais,15,0,15,sp,dez,2015,suic
Óbitos suicídios,22,9,31,sp,dez,2015,suic
Óbitos acidentais,4,0,4,sp,dez,2015,suic
Óbitos com causa desconhecida,21,1,22,sp,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,196,19,215,sp,dez,2016,suic
Óbitos criminais,13,0,13,sp,dez,2016,suic
Óbitos suicídios,18,0,18,sp,dez,2016,suic
Óbitos acidentais,1,1,2,sp,dez,2016,suic
Óbitos com causa desconhecida,11,0,11,sp,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,195,12,207,sp,jun,2016,suic
Óbitos criminais,9,0,9,sp,jun,2016,suic
Óbitos suicídios,15,2,17,sp,jun,2016,suic
Óbitos acidentais,1,0,1,sp,jun,2016,suic
Óbitos com causa desconhecida,8,2,10,sp,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,230,10,240,sp,dez,2017,suic
Óbitos criminais,10,0,10,sp,dez,2017,suic
Óbitos suicídios,14,5,19,sp,dez,2017,suic
Óbitos acidentais,0,0,0,sp,dez,2017,suic
Óbitos com causa desconhecida,1,0,1,sp,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,229,8,237,sp,jun,2017,suic
Óbitos criminais,9,0,9,sp,jun,2017,suic
Óbitos suicídios,10,0,10,sp,jun,2017,suic
Óbitos acidentais,0,0,0,sp,jun,2017,suic
Óbitos com causa desconhecida,5,1,6,sp,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,203,7,210,sp,dez,2018,suic
Óbitos criminais,3,0,3,sp,dez,2018,suic
Óbitos suicídios,13,3,16,sp,dez,2018,suic
Óbitos acidentais,1,0,1,sp,dez,2018,suic
Óbitos com causa desconhecida,7,0,7,sp,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,182,8,190,sp,jun,2018,suic
Óbitos criminais,4,0,4,sp,jun,2018,suic
Óbitos suicídios,13,0,13,sp,jun,2018,suic
Óbitos acidentais,1,0,1,sp,jun,2018,suic
Óbitos com causa desconhecida,3,0,3,sp,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,187,13,200,sp,dez,2019,suic
Óbitos criminais,3,0,3,sp,dez,2019,suic
Óbitos suicídios,6,3,9,sp,dez,2019,suic
Óbitos acidentais,2,0,2,sp,dez,2019,suic
Óbitos com causa desconhecida,11,0,11,sp,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,182,9,191,sp,jun,2019,suic
Óbitos criminais,5,0,5,sp,jun,2019,suic
Óbitos suicídios,13,3,16,sp,jun,2019,suic
Óbitos acidentais,1,0,1,sp,jun,2019,suic
Óbitos com causa desconhecida,9,0,9,sp,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,164,13,177,sp,dez,2020,suic
Óbitos criminais,3,0,3,sp,dez,2020,suic
Óbitos suicídios,12,1,13,sp,dez,2020,suic
Óbitos acidentais,1,0,1,sp,dez,2020,suic
Óbitos com causa desconhecida,17,0,17,sp,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,202,6,208,sp,jun,2020,suic
Óbitos criminais,6,0,6,sp,jun,2020,suic
Óbitos suicídios,14,1,15,sp,jun,2020,suic
Óbitos acidentais,0,0,0,sp,jun,2020,suic
Óbitos com causa desconhecida,20,2,22,sp,jun,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,dez,2014,suic
Óbitos criminais,1,0,1,to,dez,2014,suic
Óbitos suicídios,2,0,2,to,dez,2014,suic
Óbitos acidentais,2,0,2,to,dez,2014,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,jun,2014,suic
Óbitos criminais,5,0,5,to,jun,2014,suic
Óbitos suicídios,2,0,2,to,jun,2014,suic
Óbitos acidentais,0,0,0,to,jun,2014,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2014,suic
Óbitos naturais/ óbitos por motivos de saúde,5,0,5,to,dez,2015,suic
Óbitos criminais,6,0,6,to,dez,2015,suic
Óbitos suicídios,3,0,3,to,dez,2015,suic
Óbitos acidentais,0,0,0,to,dez,2015,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2015,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,dez,2016,suic
Óbitos criminais,3,0,3,to,dez,2016,suic
Óbitos suicídios,3,0,3,to,dez,2016,suic
Óbitos acidentais,0,0,0,to,dez,2016,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,to,jun,2016,suic
Óbitos criminais,4,0,4,to,jun,2016,suic
Óbitos suicídios,2,0,2,to,jun,2016,suic
Óbitos acidentais,0,0,0,to,jun,2016,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2016,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,to,dez,2017,suic
Óbitos criminais,5,0,5,to,dez,2017,suic
Óbitos suicídios,0,0,0,to,dez,2017,suic
Óbitos acidentais,0,0,0,to,dez,2017,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,jun,2017,suic
Óbitos criminais,4,0,4,to,jun,2017,suic
Óbitos suicídios,0,0,0,to,jun,2017,suic
Óbitos acidentais,0,0,0,to,jun,2017,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2017,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,dez,2018,suic
Óbitos criminais,6,0,6,to,dez,2018,suic
Óbitos suicídios,0,0,0,to,dez,2018,suic
Óbitos acidentais,0,0,0,to,dez,2018,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,to,jun,2018,suic
Óbitos criminais,1,0,1,to,jun,2018,suic
Óbitos suicídios,0,0,0,to,jun,2018,suic
Óbitos acidentais,0,0,0,to,jun,2018,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2018,suic
Óbitos naturais/ óbitos por motivos de saúde,1,0,1,to,dez,2019,suic
Óbitos criminais,2,0,2,to,dez,2019,suic
Óbitos suicídios,1,0,1,to,dez,2019,suic
Óbitos acidentais,1,0,1,to,dez,2019,suic
Óbitos com causa desconhecida,1,0,1,to,dez,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,2,0,2,to,jun,2019,suic
Óbitos criminais,1,0,1,to,jun,2019,suic
Óbitos suicídios,0,0,0,to,jun,2019,suic
Óbitos acidentais,0,0,0,to,jun,2019,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2019,suic
Óbitos naturais/ óbitos por motivos de saúde,0,0,0,to,dez,2020,suic
Óbitos criminais,6,0,6,to,dez,2020,suic
Óbitos suicídios,1,0,1,to,dez,2020,suic
Óbitos acidentais,1,0,1,to,dez,2020,suic
Óbitos com causa desconhecida,0,0,0,to,dez,2020,suic
Óbitos naturais/ óbitos por motivos de saúde,3,0,3,to,jun,2020,suic
Óbitos criminais,3,0,3,to,jun,2020,suic
Óbitos suicídios,1,0,1,to,jun,2020,suic
Óbitos acidentais,0,0,0,to,jun,2020,suic
Óbitos com causa desconhecida,0,0,0,to,jun,2020,suic
